persona_id	version	group	Q1	Q2	Q3	Q4_1	Q4_2	Q4_3	Q4_4	Q4_5	Q4_6	Q4_7	Q6	q6_correct	Q7	Q8	Q9	Q10	Q11_code	Q11_name	Q12	Q13	Q14	Q15	status	retry_count	input_tokens	output_tokens	retry_t1	retry_t2	input_tokens_t1	output_tokens_t1	input_tokens_t2	output_tokens_t2
V3-B-002	V3	B	2	10	2	5	10	20	30	25	5	5	2	1	10	9	2	81	47	沖縄県	1	2	1	1	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-003	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	62	35	山口県	1	2	2	6	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-004	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	9	2	22	13	東京都	1	6	5	2	ok	0	4128	105	0	0	1686	86	2442	19
V3-B-005	V3	B	1	8	2	5	10	25	30	20	5	5	2	1	9	9	2	55	7	福島県	2	8	6	1	ok	0	4080	105	0	0	1662	86	2418	19
V3-B-006	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	83	28	兵庫県	2	8	2	6	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-007	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	1	63	28	兵庫県	2	6	2	3	ok	0	4114	105	0	0	1679	86	2435	19
V3-B-008	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	50	40	福岡県	2	8	2	5	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-009	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	31	14	神奈川県	2	8	7	4	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-010	V3	B	1	8	2	10	15	30	25	15	3	2	2	1	9	9	2	74	23	愛知県	2	9	2	1	ok	0	4084	105	0	0	1664	86	2420	19
V3-B-011	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	51	13	東京都	1	7	3	4	ok	0	4134	105	0	0	1689	86	2445	19
V3-B-012	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	1	23	28	兵庫県	1	1	2	3	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-013	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	9	1	65	14	神奈川県	2	1	2	6	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-014	V3	B	2	10	2	5	10	20	30	25	5	5	2	1	10	9	2	50	7	福島県	2	8	2	4	ok	0	4092	105	0	0	1668	86	2424	19
V3-B-015	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	11	1	78	11	埼玉県	2	8	2	1	ok	0	4100	105	0	0	1672	86	2428	19
V3-B-016	V3	B	1	8	2	5	15	30	30	15	3	2	2	1	9	11	2	57	12	千葉県	1	6	3	2	ok	0	4134	105	0	0	1689	86	2445	19
V3-B-017	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	54	1	北海道	2	1	6	2	ok	0	4092	105	0	0	1668	86	2424	19
V3-B-018	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	1	69	24	三重県	2	1	1	3	ok	0	4098	105	0	0	1671	86	2427	19
V3-B-019	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	68	1	北海道	2	8	1	4	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-020	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	9	2	79	21	岐阜県	2	7	1	1	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-021	V3	B	1	8	2	10	15	30	25	15	3	2	2	1	9	11	2	53	14	神奈川県	1	7	5	1	ok	0	4126	103	0	0	1686	84	2440	19
V3-B-022	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	59	28	兵庫県	2	3	2	6	ok	0	4138	105	0	0	1691	86	2447	19
V3-B-023	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	9	2	55	43	熊本県	2	8	4	8	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-024	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	57	27	大阪府	2	8	2	6	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-025	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	29	13	東京都	1	6	7	2	ok	0	4126	105	0	0	1685	86	2441	19
V3-B-026	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	58	13	東京都	2	4	6	6	ok	0	4088	105	0	0	1666	86	2422	19
V3-B-027	V3	B	2	9	2	5	10	25	30	20	5	5	2	1	9	9	1	73	14	神奈川県	2	1	2	3	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-028	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	9	1	57	40	福岡県	1	1	6	6	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-029	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	49	37	香川県	2	6	2	4	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-030	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	9	1	69	23	愛知県	1	1	6	8	ok	0	4112	105	0	0	1678	86	2434	19
V3-B-031	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	41	11	埼玉県	1	8	5	6	ok	0	4128	105	0	0	1686	86	2442	19
V3-B-032	V3	B	1	8	2	10	15	30	25	15	3	2	2	1	9	11	2	30	23	愛知県	1	7	2	2	ok	0	4134	105	0	0	1689	86	2445	19
V3-B-033	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	2	49	23	愛知県	2	2	5	8	ok	0	4090	105	0	0	1667	86	2423	19
V3-B-034	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	2	61	14	神奈川県	2	1	2	5	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-035	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	9	2	51	11	埼玉県	2	3	2	1	ok	0	4132	105	0	0	1688	86	2444	19
V3-B-036	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	86	13	東京都	1	1	2	1	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-037	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	79	27	大阪府	2	2	2	1	ok	0	4086	105	0	0	1665	86	2421	19
V3-B-038	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	84	14	神奈川県	2	7	6	1	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-039	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	23	42	長崎県	1	7	6	5	ok	0	4128	105	0	0	1686	86	2442	19
V3-B-040	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	68	13	東京都	2	1	6	6	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-041	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	9	2	76	13	東京都	2	6	2	1	ok	0	4100	105	0	0	1672	86	2428	19
V3-B-042	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	42	24	三重県	1	1	7	5	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-043	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	42	12	千葉県	2	6	2	4	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-044	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	1	72	13	東京都	1	7	4	2	ok	0	4130	105	0	0	1687	86	2443	19
V3-B-045	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	9	2	74	23	愛知県	2	7	6	2	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-046	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	69	12	千葉県	1	1	6	1	ok	0	4108	105	0	0	1676	86	2432	19
V3-B-047	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	69	11	埼玉県	1	2	6	3	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-048	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	72	13	東京都	1	1	4	5	ok	0	4118	105	0	0	1681	86	2437	19
V3-B-049	V3	B	1	7	2	10	15	30	20	15	5	5	2	1	7	11	2	98	2	青森県	1	1	2	1	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-050	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	9	2	77	13	東京都	2	1	2	6	ok	0	4098	105	0	0	1671	86	2427	19
V3-B-051	V3	B	1	9	2	5	15	30	25	15	5	5	2	1	9	11	2	80	21	岐阜県	1	8	1	3	ok	0	4134	105	0	0	1689	86	2445	19
V3-B-052	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	1	29	13	東京都	1	7	6	2	ok	0	4126	105	0	0	1685	86	2441	19
V3-B-053	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	78	1	北海道	2	3	6	2	ok	0	4126	105	0	0	1685	86	2441	19
V3-B-054	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	50	27	大阪府	2	6	2	6	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-055	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	88	40	福岡県	1	8	2	2	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-056	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	43	11	埼玉県	2	1	6	1	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-057	V3	B	1	9	2	5	15	40	25	10	3	2	2	1	9	11	1	75	13	東京都	1	1	6	1	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-058	V3	B	2	9	2	5	10	25	30	20	5	5	2	1	9	11	2	45	11	埼玉県	2	1	1	8	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-059	V3	B	1	8	2	5	10	35	30	15	3	2	2	1	9	11	1	64	13	東京都	2	6	6	2	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-060	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	62	1	北海道	2	3	2	1	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-061	V3	B	1	9	2	10	15	30	25	15	3	2	2	1	9	11	1	20	13	東京都	2	7	2	1	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-062	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	56	25	滋賀県	1	8	2	5	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-063	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	24	13	東京都	1	1	6	1	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-064	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	2	40	13	東京都	1	1	4	6	ok	0	4118	105	0	0	1681	86	2437	19
V3-B-065	V3	B	1	10	2	5	10	25	30	20	5	5	2	1	10	11	1	87	23	愛知県	2	8	1	2	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-066	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	1	52	13	東京都	1	1	3	2	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-067	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	1	46	28	兵庫県	2	1	6	1	ok	0	4092	105	0	0	1668	86	2424	19
V3-B-068	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	2	69	13	東京都	1	1	6	1	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-069	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	1	33	13	東京都	2	1	2	3	ok	0	4098	105	0	0	1671	86	2427	19
V3-B-070	V3	B	2	10	2	5	10	30	30	15	5	5	2	1	10	9	2	59	14	神奈川県	2	1	5	5	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-071	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	9	2	57	9	栃木県	2	8	2	2	ok	0	4104	103	0	0	1675	84	2429	19
V3-B-072	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	70	13	東京都	1	6	6	1	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-073	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	2	26	27	大阪府	1	2	6	3	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-074	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	62	27	大阪府	2	8	5	8	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-075	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	79	14	神奈川県	2	7	2	1	ok	0	4108	105	0	0	1676	86	2432	19
V3-B-076	V3	B	2	10	2	5	10	20	30	25	5	5	2	1	10	9	2	89	42	長崎県	2	7	2	1	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-077	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	11	2	62	34	広島県	2	8	4	3	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-078	V3	B	1	8	2	5	15	30	25	15	5	5	2	1	9	11	1	87	40	福岡県	2	9	1	2	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-079	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	37	33	岡山県	1	8	3	3	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-080	V3	B	2	9	2	5	10	25	35	15	5	5	2	1	9	9	1	32	11	埼玉県	1	1	4	5	ok	0	4126	105	0	0	1685	86	2441	19
V3-B-081	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	65	28	兵庫県	1	1	2	5	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-082	V3	B	1	8	2	5	15	30	25	15	5	5	2	1	9	11	1	79	35	山口県	2	1	1	4	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-083	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	9	2	78	12	千葉県	1	6	2	1	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-084	V3	B	2	9	2	5	10	30	30	20	3	2	2	1	9	9	1	55	22	静岡県	1	1	6	8	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-085	V3	B	1	9	2	10	15	30	25	15	3	2	2	1	9	11	2	83	27	大阪府	1	6	1	7	ok	0	4138	105	0	0	1691	86	2447	19
V3-B-086	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	1	54	27	大阪府	2	2	2	2	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-087	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	46	33	岡山県	2	1	5	2	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-088	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	62	27	大阪府	2	8	2	6	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-089	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	11	2	37	11	埼玉県	2	1	5	2	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-090	V3	B	1	8	2	5	10	25	30	20	5	5	2	1	9	9	2	74	16	富山県	2	7	2	1	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-091	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	40	13	東京都	2	3	7	5	ok	0	4130	105	0	0	1687	86	2443	19
V3-B-092	V3	B	2	10	2	5	10	25	35	20	3	2	2	1	10	9	1	51	14	神奈川県	2	6	3	8	ok	0	4112	105	0	0	1678	86	2434	19
V3-B-093	V3	B	1	8	2	10	15	30	25	15	3	2	2	1	9	11	2	89	14	神奈川県	1	7	1	4	ok	0	4142	105	0	0	1693	86	2449	19
V3-B-094	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	2	42	13	東京都	1	1	6	1	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-095	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	93	24	三重県	2	6	1	1	ok	0	4100	105	0	0	1672	86	2428	19
V3-B-096	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	20	14	神奈川県	1	3	2	1	ok	0	4150	105	0	0	1697	86	2453	19
V3-B-097	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	66	23	愛知県	2	7	2	1	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-098	V3	B	2	10	2	5	10	20	30	20	10	5	2	1	10	9	1	20	15	新潟県	1	8	2	2	ok	0	4118	105	0	0	1681	86	2437	19
V3-B-099	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	22	11	埼玉県	1	2	6	2	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-100	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	66	33	岡山県	2	7	6	3	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-101	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	83	40	福岡県	2	4	2	7	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-102	V3	B	1	9	2	10	15	30	25	15	3	2	2	1	9	11	2	83	27	大阪府	1	7	2	1	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-103	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	2	52	1	北海道	1	3	2	6	ok	0	4150	105	0	0	1697	86	2453	19
V3-B-104	V3	B	2	9	2	5	10	35	25	15	5	5	2	1	9	9	1	36	13	東京都	1	1	2	2	ok	0	4118	105	0	0	1681	86	2437	19
V3-B-105	V3	B	2	9	2	5	10	25	30	20	5	5	2	1	9	11	1	40	33	岡山県	2	1	2	2	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-106	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	75	38	愛媛県	1	8	1	1	ok	0	4118	105	0	0	1681	86	2437	19
V3-B-107	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	11	1	86	39	高知県	2	8	1	1	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-108	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	79	12	千葉県	2	7	6	8	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-109	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	2	47	25	滋賀県	1	8	2	5	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-110	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	33	12	千葉県	1	4	6	2	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-111	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	2	39	13	東京都	2	3	2	2	ok	0	4132	105	0	0	1688	86	2444	19
V3-B-112	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	36	27	大阪府	2	7	4	5	ok	0	4112	105	0	0	1678	86	2434	19
V3-B-113	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	11	1	75	27	大阪府	2	8	2	1	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-114	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	20	13	東京都	1	6	2	2	ok	0	4128	105	0	0	1686	86	2442	19
V3-B-115	V3	B	2	10	2	5	10	20	30	20	10	5	2	1	10	9	2	79	6	山形県	2	1	1	2	ok	0	4100	105	0	0	1672	86	2428	19
V3-B-116	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	11	1	75	14	神奈川県	2	7	2	1	ok	0	4108	105	0	0	1676	86	2432	19
V3-B-117	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	36	24	三重県	2	1	2	5	ok	0	4092	105	0	0	1668	86	2424	19
V3-B-118	V3	B	1	8	2	5	10	25	30	20	5	5	2	1	9	11	2	73	21	岐阜県	2	6	1	1	ok	0	4114	105	0	0	1679	86	2435	19
V3-B-119	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	21	27	大阪府	1	1	6	2	ok	0	4116	105	0	0	1680	86	2436	19
V3-B-120	V3	B	1	9	2	10	15	30	25	15	3	2	2	1	9	11	2	47	26	京都府	2	7	2	3	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-121	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	23	26	京都府	1	6	2	4	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-122	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	8	11	1	54	22	静岡県	1	6	2	1	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-123	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	11	2	83	12	千葉県	2	8	5	1	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-124	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	11	2	74	11	埼玉県	2	1	5	3	ok	0	4104	103	0	0	1675	84	2429	19
V3-B-125	V3	B	1	8	2	5	10	30	30	15	5	5	2	1	9	11	2	55	23	愛知県	1	6	5	1	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-126	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	35	28	兵庫県	2	8	1	8	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-127	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	9	11	2	65	16	富山県	1	7	2	7	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-128	V3	B	2	9	2	5	10	25	30	20	5	5	2	1	9	9	1	94	11	埼玉県	2	1	6	2	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-129	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	81	28	兵庫県	2	1	2	7	ok	0	4106	105	0	0	1675	86	2431	19
V3-B-130	V3	B	2	10	2	5	10	25	35	20	3	2	2	1	10	9	2	56	14	神奈川県	2	6	6	5	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-131	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	53	27	大阪府	2	8	6	5	ok	0	4096	103	0	0	1671	84	2425	19
V3-B-132	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	9	2	83	27	大阪府	1	8	2	1	ok	0	4114	105	0	0	1679	86	2435	19
V3-B-133	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	9	9	2	27	20	長野県	2	8	2	2	ok	0	4092	105	0	0	1668	86	2424	19
V3-B-134	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	33	1	北海道	2	1	2	2	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-135	V3	B	2	10	2	5	10	20	30	20	10	5	2	1	10	9	1	82	47	沖縄県	2	6	1	3	ok	0	4120	105	0	0	1682	86	2438	19
V3-B-136	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	54	12	千葉県	1	6	6	5	ok	0	4126	105	0	0	1685	86	2441	19
V3-B-137	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	2	63	13	東京都	2	8	2	2	ok	0	4098	103	0	0	1672	84	2426	19
V3-B-138	V3	B	1	9	2	5	15	30	25	15	5	5	2	1	9	11	1	27	22	静岡県	1	6	2	2	ok	0	4130	105	0	0	1687	86	2443	19
V3-B-139	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	11	1	41	30	和歌山県	1	1	6	5	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-140	V3	B	1	8	2	5	15	35	25	15	3	2	2	1	9	11	1	38	13	東京都	2	3	2	1	ok	0	4124	105	0	0	1684	86	2440	19
V3-B-141	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	1	70	14	神奈川県	2	1	1	1	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-142	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	66	28	兵庫県	1	3	2	1	ok	0	4150	105	0	0	1697	86	2453	19
V3-B-143	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	43	11	埼玉県	2	8	6	5	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-144	V3	B	1	9	2	5	10	30	30	15	5	5	2	1	9	11	2	87	11	埼玉県	1	7	2	1	ok	0	4130	105	0	0	1687	86	2443	19
V3-B-145	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	21	35	山口県	1	7	2	1	ok	0	4114	105	0	0	1679	86	2435	19
V3-B-146	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	2	77	34	広島県	1	1	2	4	ok	0	4114	105	0	0	1679	86	2435	19
V3-B-147	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	71	40	福岡県	1	1	2	4	ok	0	4120	105	0	0	1682	86	2438	19
V3-B-148	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	70	13	東京都	1	3	6	2	ok	0	4148	105	0	0	1696	86	2452	19
V3-B-149	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	9	1	75	9	栃木県	2	8	6	3	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-150	V3	B	1	8	2	5	10	40	25	15	3	2	2	1	9	11	1	43	13	東京都	1	9	6	2	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-151	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	2	38	40	福岡県	2	8	6	4	ok	0	4098	105	0	0	1671	86	2427	19
V3-B-152	V3	B	2	9	2	5	10	25	30	20	5	5	2	1	9	11	2	48	34	広島県	2	1	2	3	ok	0	4094	105	0	0	1669	86	2425	19
V3-B-153	V3	B	1	9	2	5	15	30	25	15	5	5	2	1	9	11	2	82	12	千葉県	1	8	2	2	ok	0	4122	105	0	0	1683	86	2439	19
V3-B-154	V3	B	1	8	2	5	15	30	25	15	5	5	2	1	9	11	1	73	33	岡山県	2	1	2	1	ok	0	4088	105	0	0	1666	86	2422	19
V3-B-155	V3	B	1	8	2	10	15	30	25	15	3	2	2	1	8	11	2	75	13	東京都	2	7	1	2	ok	0	4114	103	0	0	1680	84	2434	19
V3-B-156	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	50	13	東京都	2	1	4	5	ok	0	4098	105	0	0	1671	86	2427	19
V3-B-157	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	9	1	31	40	福岡県	2	1	6	4	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-158	V3	B	2	10	2	5	10	20	30	25	5	5	2	1	10	9	2	94	14	神奈川県	1	8	1	3	ok	0	4132	105	0	0	1688	86	2444	19
V3-B-159	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	1	38	13	東京都	2	8	2	5	ok	0	4100	105	0	0	1672	86	2428	19
V3-B-160	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	9	1	75	14	神奈川県	2	1	1	3	ok	0	4110	105	0	0	1677	86	2433	19
V3-B-161	V3	B	2	9	2	5	10	35	30	15	3	2	2	1	9	9	2	44	13	東京都	2	6	5	8	ok	0	4102	105	0	0	1673	86	2429	19
V3-B-162	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	10	11	1	73	29	奈良県	2	1	6	2	ok	0	4096	105	0	0	1670	86	2426	19
V3-B-163	V3	B	2	9	2	5	10	30	30	15	5	5	2	1	9	11	2	65	12	千葉県	2	8	6	8	ok	0	4092	105	0	0	1668	86	2424	19
V3-B-164	V3	B	1	7	2	5	15	35	25	15	3	2	2	1	8	9	1	63	8	茨城県	2	8	6	2	ok	0	4098	105	0	0	1671	86	2427	19
V3-B-165	V3	B	1	9	2	5	15	35	25	15	3	2	2	1	9	11	2	46	13	東京都	1	7	6	7	ok	0	4128	105	0	0	1686	86	2442	19
V3-B-166	V3	B	2	10	2	5	10	25	35	15	5	5	2	1	10	9	1	83	28	兵庫県	2	1	2	2	ok	0	4104	105	0	0	1674	86	2430	19
V3-B-167	V3	B	2	10	2	5	10	25	30	20	5	5	2	1	9	11	2	29	10	群馬県	1	9	6	1	ok	0	4098	105	0	0	1671	86	2427	19
